estado,municipio,cp,asentamiento,tipo
"Ciudad de México",Tláhuac,13250,"La Turba",Colonia
"Ciudad de México",Tláhuac,13270,"Cooperativa C.I.A.N.I.","Unidad habitacional"
"Ciudad de México",Tláhuac,13270,"Del Mar",Colonia
"Ciudad de México",Tláhuac,13273,"La Draga",Colonia
"Ciudad de México",Tláhuac,13278,"Nueva Tenochtitlán","Unidad habitacional"
"Ciudad de México",Tláhuac,13278,"Villa Centro Americana",Colonia
"Ciudad de México",Tláhuac,13278,"Villas Trabajadores del Gobierno del Distrito Federal","Unidad habitacional"
"Ciudad de México",Tláhuac,13280,"Agrícola Metropolitana",Colonia
"Ciudad de México",Tláhuac,13300,"Manuel M López III","Unidad habitacional"
"Ciudad de México",Tláhuac,13300,"Santa Ana Centro",Barrio
"Ciudad de México",Tláhuac,13300,"Santa Ana Norte",Barrio
"Ciudad de México",Tláhuac,13300,"Santa Ana Poniente",Barrio
"Ciudad de México",Tláhuac,13300,"Santiago Centro",Barrio
"Ciudad de México",Tláhuac,13300,"Santiago Norte",Barrio
"Ciudad de México",Tláhuac,13310,Zapotitla,Colonia
"Ciudad de México",Tláhuac,13315,"Ampliación Zapotitla",Colonia
"Ciudad de México",Tláhuac,13316,"Los Volcanes","Unidad habitacional"
"Ciudad de México",Tláhuac,13316,"Manuel Gutierrez Najera","Unidad habitacional"
"Ciudad de México",Tláhuac,13316,"Manuel M López II","Unidad habitacional"
"Ciudad de México",Tláhuac,13317,Aurorita,"Unidad habitacional"
"Ciudad de México",Tláhuac,13317,"Nueva Tenochtitlán","Unidad habitacional"
"Ciudad de México",Tláhuac,13318,"La Herradura","Unidad habitacional"
"Ciudad de México",Tláhuac,13319,"Benito Quezada","Unidad habitacional"
"Ciudad de México",Tláhuac,13319,"La Estación",Colonia
"Ciudad de México",Tláhuac,13360,"La Conchita Zapotitlán",Colonia
"Ciudad de México",Tláhuac,13360,"Santa Ana Sur",Barrio
"Ciudad de México",Tláhuac,13360,"Santiago Sur",Barrio
"Ciudad de México",Tláhuac,13363,Tempiluli,Campamento
"Ciudad de México",Tláhuac,13400,"San Francisco Tlaltenco",Pueblo
"Ciudad de México",Tláhuac,13410,"La Orilla","Unidad habitacional"
"Ciudad de México",Tláhuac,13410,"López Portillo",Colonia
"Ciudad de México",Tláhuac,13419,"Ampliación José López Portillo",Colonia
"Ciudad de México",Tláhuac,13420,Selene,Colonia
"Ciudad de México",Tláhuac,13429,"3 de Mayo",Campamento
"Ciudad de México",Tláhuac,13430,"Ampliación Selene",Colonia
"Ciudad de México",Tláhuac,13440,Géminis,"Unidad habitacional"
"Ciudad de México",Tláhuac,13440,Zacatenco,"Unidad habitacional"
"Ciudad de México",Tláhuac,13440,Zacatenco,Colonia
"Ciudad de México",Tláhuac,13450,"Guadalupe Tlaltenco",Colonia
"Ciudad de México",Tláhuac,13450,"Ojo de Agua",Colonia
"Ciudad de México",Tláhuac,13460,"El Triángulo",Colonia
"Ciudad de México",Tláhuac,13508,"La Soledad",Barrio
"Ciudad de México",Tláhuac,13508,"San Agustín",Barrio
"Ciudad de México",Tláhuac,13509,"La Concepción",Barrio
"Ciudad de México",Tláhuac,13510,"La Lupita",Colonia
"Ciudad de México",Tláhuac,13520,"Francisco Villa",Colonia
"Ciudad de México",Tláhuac,13529,"La Loma",Campamento
"Ciudad de México",Tláhuac,13530,"Jaime Torres Bodet",Colonia
"Ciudad de México",Tláhuac,13530,"La Asunción",Colonia
"Ciudad de México",Tláhuac,13540,"El Rosario",Colonia
"Ciudad de México",Tláhuac,13540,"Tierra Blanca",Colonia
"Ciudad de México",Tláhuac,13545,"Ampliación La Conchita",Colonia
"Ciudad de México",Tláhuac,13546,"Olivar Santa María",Campamento
"Ciudad de México",Tláhuac,13549,"Peña Alta",Colonia
"Ciudad de México",Tláhuac,13550,"Jardines del Llano",Colonia
"Ciudad de México",Tláhuac,13550,"Potrero del Llano",Colonia
"Ciudad de México",Tláhuac,13559,"Villa Tlatempa","Unidad habitacional"
"Ciudad de México",Tláhuac,13600,"San Bartolomé",Barrio
"Ciudad de México",Tláhuac,13610,"Los Reyes",Barrio
"Ciudad de México",Tláhuac,13625,"Santa Cruz",Barrio
"Ciudad de México",Tláhuac,13630,"San Agustín",Barrio
"Ciudad de México",Tláhuac,13640,"San Miguel",Barrio
"Ciudad de México",Tláhuac,13700,"San Nicolás Tetelco",Pueblo
"Ciudad de México",Tláhuac,13700,Tepantitlamilco,Colonia
"Ciudad de México",Tlalpan,14000,Tlalpan,Colonia
"Ciudad de México",Tlalpan,14000,"Tlalpan Centro",Colonia
"Ciudad de México",Tlalpan,14009,"Delegación Política Tlalpan","Gran usuario"
"Ciudad de México",Tlalpan,14010,"Parque del Pedregal",Colonia
"Ciudad de México",Tlalpan,14017,"Cámara Nacional de la Industria de la Construcción","Gran usuario"
"Ciudad de México",Tlalpan,14020,"Villa Olímpica",Colonia
"Ciudad de México",Tlalpan,14030,"Isidro Fabela",Colonia
"Ciudad de México",Tlalpan,14038,"Luis Donaldo Colosio","Unidad habitacional"
"Ciudad de México",Tlalpan,14038,"Zapote 1","Unidad habitacional"
"Ciudad de México",Tlalpan,14039,"Ampliación Isidro Fabela",Colonia
"Ciudad de México",Tlalpan,14039,Cuitlahuac,"Unidad habitacional"
"Ciudad de México",Tlalpan,14040,"Cantera Puente de Piedra",Colonia
"Ciudad de México",Tlalpan,14040,"Pueblo Quieto",Colonia
"Ciudad de México",Tlalpan,14049,"Comuneros de Santa Úrsula",Colonia
"Ciudad de México",Tlalpan,14050,"Toriello Guerra",Colonia
"Ciudad de México",Tlalpan,14060,"Peña Pobre",Colonia
"Ciudad de México",Tlalpan,14070,"Barrio San Fernando",Barrio
"Ciudad de México",Tlalpan,14070,"Paseos de Mendoza",Fraccionamiento
"Ciudad de México",Tlalpan,14070,"Rómulo Sánchez Mireles",Colonia
"Ciudad de México",Tlalpan,14070,"San Pedro Apóstol",Colonia
"Ciudad de México",Tlalpan,14080,"Barrio del Niño Jesús",Barrio
"Ciudad de México",Tlalpan,14080,"Belisario Domínguez Sección XVI",Colonia
"Ciudad de México",Tlalpan,14090,"La Joya",Colonia
"Ciudad de México",Tlalpan,14098,"Torres Tlalpan FOVISSSTE","Conjunto habitaciona"
"Ciudad de México",Tlalpan,14100,"Pedregal de San Nicolás 1A Sección",Colonia
"Ciudad de México",Tlalpan,14100,"Pedregal de San Nicolás 2A Sección",Colonia
"Ciudad de México",Tlalpan,14100,"Pedregal de San Nicolás 3A Sección",Colonia
"Ciudad de México",Tlalpan,14100,"Pedregal de San Nicolás 4A Sección",Colonia
"Ciudad de México",Tlalpan,14100,"Pedregal de San Nicolás 5A Sección",Colonia
"Ciudad de México",Tlalpan,14108,Chichicaspatl,Colonia
"Ciudad de México",Tlalpan,14108,"Pedregal Chichicaspatl",Fraccionamiento
"Ciudad de México",Tlalpan,14110,"Ampliación Fuentes del Pedregal",Colonia
"Ciudad de México",Tlalpan,14110,"Pedregal del Lago","Unidad habitacional"
"Ciudad de México",Tlalpan,14120,"Rincón del Pedregal",Colonia
"Ciudad de México",Tlalpan,14129,"Residencial Pedregal Picacho",Fraccionamiento
"Ciudad de México",Tlalpan,14130,"Lic. Emilio Portes Gil ""PEMEX""","Unidad habitacional"
"Ciudad de México",Tlalpan,14140,"Fuentes del Pedregal",Colonia
"Ciudad de México",Tlalpan,14148,"Retornos del Pedregal","Unidad habitacional"
"Ciudad de México",Tlalpan,14150,"Lomas del Pedregal Framboyanes",Colonia
"Ciudad de México",Tlalpan,14160,"Popular Santa Teresa",Colonia
"Ciudad de México",Tlalpan,14200,"Héroes de Padierna",Colonia
"Ciudad de México",Tlalpan,14200,"Jardines del Ajusco",Colonia
"Ciudad de México",Tlalpan,14208,"Colinas del Ajusco",Colonia
"Ciudad de México",Tlalpan,14209,"Torres de Padierna",Colonia
"Ciudad de México",Tlalpan,14210,"Jardines en la Montaña",Colonia
"Ciudad de México",Tlalpan,14219,"Parque Nacional Bosque del Pedregal",Equipamiento
"Ciudad de México",Tlalpan,14219,"Six Flags (Reino Aventura)",Equipamiento
"Ciudad de México",Tlalpan,14220,"Cuchilla de Padierna",Colonia
"Ciudad de México",Tlalpan,14220,"Lomas del Pedregal",Colonia
"Ciudad de México",Tlalpan,14230,"Cultura Maya",Colonia
"Ciudad de México",Tlalpan,14239,"Los Encinos",Colonia
"Ciudad de México",Tlalpan,14240,"Lomas de Padierna",Colonia
"Ciudad de México",Tlalpan,14240,"Lomas Hidalgo",Colonia
"Ciudad de México",Tlalpan,14248,"Cruz del Farol",Colonia
"Ciudad de México",Tlalpan,14250,"Miguel Hidalgo",Colonia
"Ciudad de México",Tlalpan,14250,"Miguel Hidalgo 2A Sección",Colonia
"Ciudad de México",Tlalpan,14250,"Miguel Hidalgo 3A Sección",Colonia
"Ciudad de México",Tlalpan,14250,"Miguel Hidalgo 4A Sección",Colonia
"Ciudad de México",Tlalpan,14260,"Barrio El Capulín",Barrio
"Ciudad de México",Tlalpan,14260,"Miguel Hidalgo 1A Sección",Colonia
"Ciudad de México",Tlalpan,14266,"Zacayucan Peña Pobre",Colonia
"Ciudad de México",Tlalpan,14267,"Barrio de Caramagüey",Barrio
"Ciudad de México",Tlalpan,14268,"Barrio La Lonja",Barrio
"Ciudad de México",Tlalpan,14269,"Barrio La Fama",Barrio
"Ciudad de México",Tlalpan,14270,Primavera,Colonia
"Ciudad de México",Tlalpan,14273,Solidaridad,Campamento
"Ciudad de México",Tlalpan,14275,"Paraje 38",Colonia
"Ciudad de México",Tlalpan,14276,Verano,Campamento
"Ciudad de México",Tlalpan,14300,"Nueva Oriental Coapa",Colonia
"Ciudad de México",Tlalpan,14300,"Residencial Acoxpa",Colonia
"Ciudad de México",Tlalpan,14300,"Residencial Miramontes",Colonia
"Ciudad de México",Tlalpan,14307,"Villa del Sur",Fraccionamiento
"Ciudad de México",Tlalpan,14308,"Ex Hacienda Coapa",Colonia
"Ciudad de México",Tlalpan,14308,"Real del Sur",Condominio
"Ciudad de México",Tlalpan,14309,"3 Fuentes",Condominio
"Ciudad de México",Tlalpan,14310,"Belisario Domínguez",Colonia
"Ciudad de México",Tlalpan,14310,"Floresta Coyoacán",Colonia
"Ciudad de México",Tlalpan,14310,"Vergel Tlalpan",Fraccionamiento
"Ciudad de México",Tlalpan,14320,"Vergel Coapa",Colonia
"Ciudad de México",Tlalpan,14325,"Rinconada Coapa 2A Sección",Colonia
"Ciudad de México",Tlalpan,14326,Tenorios,Colonia
"Ciudad de México",Tlalpan,14326,"Tenorios INFONAVIT","Unidad habitacional"
"Ciudad de México",Tlalpan,14327,"Tenorios 2","Unidad habitacional"
"Ciudad de México",Tlalpan,14328,"Lotería Nacional","Unidad habitacional"
"Ciudad de México",Tlalpan,14328,"Villa Valbadena",Fraccionamiento
"Ciudad de México",Tlalpan,14329,"Tenorios FOVISSSTE","Unidad habitacional"
"Ciudad de México",Tlalpan,14330,"Granjas Coapa",Colonia
"Ciudad de México",Tlalpan,14330,"Residencial Hacienda Coapa",Fraccionamiento
"Ciudad de México",Tlalpan,14330,"Rinconada Coapa 1A Sección",Colonia
"Ciudad de México",Tlalpan,14334,"Sauzales Cebadales","Unidad habitacional"
"Ciudad de México",Tlalpan,14335,Periférico,"Unidad habitacional"
"Ciudad de México",Tlalpan,14335,"Villa del Puente",Fraccionamiento
"Ciudad de México",Tlalpan,14336,"Villa Cuemanco INFONAVIT","Conjunto habitaciona"
"Ciudad de México",Tlalpan,14337,"Urbano Coapa","Unidad habitacional"
"Ciudad de México",Tlalpan,14338,"FOVISSSTE Periférico","Unidad habitacional"
"Ciudad de México",Tlalpan,14338,"Fuerza Armada de México","Unidad habitacional"
"Ciudad de México",Tlalpan,14339,"Dr. Ignacio Chávez INFONAVIT","Unidad habitacional"
"Ciudad de México",Tlalpan,14340,"Vergel de Coyoacán",Colonia
"Ciudad de México",Tlalpan,14340,"Vergel del Sur",Colonia
"Ciudad de México",Tlalpan,14350,"Prado Coapa 1A Sección",Colonia
"Ciudad de México",Tlalpan,14356,"Jardines Villa Coapa","Unidad habitacional"
"Ciudad de México",Tlalpan,14357,"Prado Coapa 2A Sección",Colonia
"Ciudad de México",Tlalpan,14357,"Prado Coapa 3A Sección",Colonia
"Ciudad de México",Tlalpan,14358,"Residencial Villa Prado Coapa","Conjunto habitaciona"
"Ciudad de México",Tlalpan,14360,Magisterial,Colonia
"Ciudad de México",Tlalpan,14360,"Magisterial Coapa",Colonia
"Ciudad de México",Tlalpan,14360,"Villa Cuemanco",Fraccionamiento
"Ciudad de México",Tlalpan,14370,"Hacienda de San Juan de Tlalpan 2a Sección",Fraccionamiento
"Ciudad de México",Tlalpan,14370,"Residencial Chimali",Colonia
"Ciudad de México",Tlalpan,14370,"San Lorenzo Huipulco",Pueblo
"Ciudad de México",Tlalpan,14370,"Villa Lázaro Cárdenas",Colonia
"Ciudad de México",Tlalpan,14376,"Arboledas del Sur",Colonia
"Ciudad de México",Tlalpan,14377,"Hacienda San Juan",Colonia
"Ciudad de México",Tlalpan,14378,"Rincón de San Juan",Fraccionamiento
"Ciudad de México",Tlalpan,14380,A.M.S.A,Colonia
"Ciudad de México",Tlalpan,14380,"San Bartolo El Chico",Colonia
"Ciudad de México",Tlalpan,14386,"Rancho los Colorines",Colonia
"Ciudad de México",Tlalpan,14387,"Ex Hacienda San Juan de Dios",Colonia
"Ciudad de México",Tlalpan,14388,Guadalupe,Colonia
"Ciudad de México",Tlalpan,14389,"Arenal de Guadalupe",Colonia
"Ciudad de México",Tlalpan,14390,"Narciso Mendoza",Colonia
"Ciudad de México",Tlalpan,14390,"Residencial Villa Coapa",Colonia
"Ciudad de México",Tlalpan,14390,"Rinconada Las Hadas",Colonia
"Ciudad de México",Tlalpan,14390,"Villa Coapa",Colonia
"Ciudad de México",Tlalpan,14399,"Villa Royale",Fraccionamiento
"Ciudad de México",Tlalpan,14400,"San Andrés Totoltepec",Pueblo
"Ciudad de México",Tlalpan,14406,Divisadero,Colonia
"Ciudad de México",Tlalpan,14408,"Nuevo Renacimiento de Axalco",Colonia
"Ciudad de México",Tlalpan,14409,Tecorral,Colonia
"Ciudad de México",Tlalpan,14410,"Fuentes Brotantes",Colonia
"Ciudad de México",Tlalpan,14420,"Cumbres de Tepetongo",Colonia
"Ciudad de México",Tlalpan,14420,"Mesa de los Hornos",Colonia
"Ciudad de México",Tlalpan,14420,"Santa Úrsula Xitla",Pueblo
"Ciudad de México",Tlalpan,14426,Texcaltenco,Colonia
"Ciudad de México",Tlalpan,14426,"Tlaxcaltenco la Mesa",Colonia
"Ciudad de México",Tlalpan,14427,"San Juan Tepeximilpa",Colonia
"Ciudad de México",Tlalpan,14427,"Tepeximilpa la Paz",Colonia
"Ciudad de México",Tlalpan,14428,Cantera,Fraccionamiento
"Ciudad de México",Tlalpan,14429,"Santísima Trinidad",Colonia
"Ciudad de México",Tlalpan,14430,"Barrio El Truenito",Barrio
"Ciudad de México",Tlalpan,14430,Tlalcoligia,Colonia
"Ciudad de México",Tlalpan,14438,"Pedregal de Santa Úrsula Xitla",Colonia
"Ciudad de México",Tlalpan,14439,"Pedregal de las Águilas",Colonia
"Ciudad de México",Tlalpan,14440,"Los Volcanes",Colonia
"Ciudad de México",Tlalpan,14449,"El Mirador 1A Sección",Colonia
"Ciudad de México",Tlalpan,14449,"El Mirador 2A Sección",Colonia
"Ciudad de México",Tlalpan,14449,"El Mirador 3A Sección",Colonia
"Ciudad de México",Tlalpan,14450,"Jardines de Xitle",Campamento
"Ciudad de México",Tlalpan,14456,Atocpa,Campamento
"Ciudad de México",Tlalpan,14460,Tlalpuente,Colonia
"Ciudad de México",Tlalpan,14470,"Plan de Ayala",Colonia
"Ciudad de México",Tlalpan,14470,Tepetitla,Campamento
"Ciudad de México",Tlalpan,14476,"La Palma",Colonia
"Ciudad de México",Tlalpan,14479,"Viveros Coatectlán",Colonia
"Ciudad de México",Tlalpan,14480,"La Magdalena Petlacalco",Pueblo
"Ciudad de México",Tlalpan,14490,"San Miguel Xicalco",Pueblo
"Ciudad de México",Tlalpan,14500,"San Miguel Topilejo",Pueblo
"Ciudad de México",Tlalpan,14520,"La Quinta",Campamento
"Ciudad de México",Tlalpan,14529,"Estación Ajusco",Campamento
"Ciudad de México",Tlalpan,14550,"Estrella Mora",Campamento
"Ciudad de México",Tlalpan,14600,"Valle Escondido",Colonia
"Ciudad de México",Tlalpan,14608,"Colinas del Bosque",Colonia
"Ciudad de México",Tlalpan,14609,"Las Tórtolas",Colonia
"Ciudad de México",Tlalpan,14610,"Arenal Tepepan",Colonia
"Ciudad de México",Tlalpan,14620,"Club de Golf México",Colonia
"Ciudad de México",Tlalpan,14629,"San Buenaventura",Colonia
"Ciudad de México",Tlalpan,14630,Chimalcoyoc,Pueblo
"Ciudad de México",Tlalpan,14630,"Villa Tlalpan",Colonia
"Ciudad de México",Tlalpan,14639,"San Pedro Mártir FOVISSSTE","Unidad habitacional"
"Ciudad de México",Tlalpan,14640,"Ejidos de San Pedro Mártir",Colonia
"Ciudad de México",Tlalpan,14643,"Fuentes de Tepepan",Colonia
"Ciudad de México",Tlalpan,14646,"Valle de Tepepan",Colonia
"Ciudad de México",Tlalpan,14647,"Juventud Unida",Colonia
"Ciudad de México",Tlalpan,14647,"Movimiento Organizado de Tlalpan",Colonia
"Ciudad de México",Tlalpan,14647,"Rinconada El Mirador",Colonia
"Ciudad de México",Tlalpan,14650,"San Pedro Mártir",Pueblo
"Ciudad de México",Tlalpan,14653,"Heróico Colegio Militar",Colonia
"Ciudad de México",Tlalpan,14654,"Dolores Tlali",Campamento
"Ciudad de México",Tlalpan,14654,"La Magueyera",Campamento
"Ciudad de México",Tlalpan,14655,"Valle Verde o Lomas Verdes",Campamento
"Ciudad de México",Tlalpan,14657,Tlalmille,Colonia
"Ciudad de México",Tlalpan,14658,"Mirador del Valle",Colonia
"Ciudad de México",Tlalpan,14659,"María Esther Zuno de Echeverría",Colonia
"Ciudad de México",Tlalpan,14700,"San Miguel Ajusco",Pueblo
"Ciudad de México",Tlalpan,14710,"Santo Tomas Ajusco",Pueblo
"Ciudad de México",Tlalpan,14720,"Belvedere Ajusco",Colonia
"Ciudad de México",Tlalpan,14730,"Lomas de Cuilotepec",Colonia
"Ciudad de México",Tlalpan,14734,Zacatón,Campamento
"Ciudad de México",Tlalpan,14735,"Lomas de Tepemecatl",Campamento
"Ciudad de México",Tlalpan,14735,"San Nicolás 2",Campamento
"Ciudad de México",Tlalpan,14737,"Vistas del Pedregal",Colonia
"Ciudad de México",Tlalpan,14738,"Bosques del Pedregal",Colonia
"Ciudad de México",Tlalpan,14739,"2 de Octubre",Colonia
"Ciudad de México",Tlalpan,14740,"Lomas de Padierna Sur",Colonia
"Ciudad de México",Tlalpan,14748,"Mirador I",Colonia
"Ciudad de México",Tlalpan,14748,"Mirador II",Colonia
"Ciudad de México",Tlalpan,14749,Chimilli,Colonia
"Ciudad de México",Tlalpan,14750,"Rancho Viejo",Campamento
"Ciudad de México",Tlalpan,14760,"Héroes de 1910",Colonia
"Ciudad de México",Tlalpan,14780,"El Charco",Campamento
"Ciudad de México",Tlalpan,14790,"San Jorge",Campamento
"Ciudad de México",Tlalpan,14900,"Parres El Guarda",Pueblo
"Ciudad de México","Venustiano Carranza",15000,"General Ignacio Zaragoza",Colonia
"Ciudad de México","Venustiano Carranza",15010,"Valentín Gómez Farias",Colonia
"Ciudad de México","Venustiano Carranza",15020,Puebla,Colonia
"Ciudad de México","Venustiano Carranza",15100,"Zona Centro",Colonia
"Ciudad de México","Venustiano Carranza",15120,"Candelaria de los Patos FOVISSSTE","Unidad habitacional"
"Ciudad de México","Venustiano Carranza",15200,Janitzio,Colonia
"Ciudad de México","Venustiano Carranza",15210,"Valle Gómez",Colonia
"Ciudad de México","Venustiano Carranza",15220,"Nicolás Bravo",Colonia
"Ciudad de México","Venustiano Carranza",15220,"Popular Rastro",Colonia
"Ciudad de México","Venustiano Carranza",15230,"Emilio Carranza",Colonia
"Ciudad de México","Venustiano Carranza",15240,Michoacana,Colonia
"Ciudad de México","Venustiano Carranza",15250,"Ampliación Michoacana",Colonia
"Ciudad de México","Venustiano Carranza",15260,"Ampliación 20 de Noviembre",Colonia
"Ciudad de México","Venustiano Carranza",15270,Morelos,Colonia
"Ciudad de México","Venustiano Carranza",15280,Penitenciaria,Colonia
"Ciudad de México","Venustiano Carranza",15290,"10 de Mayo",Colonia
"Ciudad de México","Venustiano Carranza",15299,"Emiliano Zapata","Unidad habitacional"
"Ciudad de México","Venustiano Carranza",15300,"20 de Noviembre",Colonia
"Ciudad de México","Venustiano Carranza",15309,"5o Tramo 20 de Noviembre",Colonia
"Ciudad de México","Venustiano Carranza",15310,"Felipe Ángeles",Colonia
"Ciudad de México","Venustiano Carranza",15320,Azteca,Colonia
"Ciudad de México","Venustiano Carranza",15330,"Tres Mosqueteros",Colonia
"Ciudad de México","Venustiano Carranza",15339,"Ampliación Venustiano Carranza",Colonia
"Ciudad de México","Venustiano Carranza",15340,"Venustiano Carranza",Colonia
"Ciudad de México","Venustiano Carranza",15350,"Ampliación Penitenciaria",Colonia
"Ciudad de México","Venustiano Carranza",15370,Progresista,Colonia
"Ciudad de México","Venustiano Carranza",15380,"Escuela de Tiro",Colonia
"Ciudad de México","Venustiano Carranza",15390,"7 de Julio",Colonia
"Ciudad de México","Venustiano Carranza",15400,"Romero Rubio",Colonia
"Ciudad de México","Venustiano Carranza",15410,"Simón Bolívar",Colonia
"Ciudad de México","Venustiano Carranza",15420,"Ampliación Simón Bolívar",Colonia
"Ciudad de México","Venustiano Carranza",15430,"Aquiles Serdán",Colonia
"Ciudad de México","Venustiano Carranza",15440,"1° de Mayo",Colonia
"Ciudad de México","Venustiano Carranza",15450,"Damián Carmona",Colonia
"Ciudad de México","Venustiano Carranza",15460,Revolución,Colonia
"Ciudad de México","Venustiano Carranza",15470,"Miguel Hidalgo",Colonia
"Ciudad de México","Venustiano Carranza",15500,"Moctezuma 1a Sección",Colonia
"Ciudad de México","Venustiano Carranza",15510,"Pensador Mexicano",Colonia
"Ciudad de México","Venustiano Carranza",15520,"Peñón de los Baños",Colonia
"Ciudad de México","Venustiano Carranza",15530,"Moctezuma 2a Sección",Colonia
"Ciudad de México","Venustiano Carranza",15540,"Santa Cruz Aviación",Colonia
"Ciudad de México","Venustiano Carranza",15600,"Arenal 1a Sección",Colonia
"Ciudad de México","Venustiano Carranza",15610,"Cuchilla Pantitlán",Colonia
"Ciudad de México","Venustiano Carranza",15620,"México (Lic. Benito Juárez)",Aeropuerto
"Ciudad de México","Venustiano Carranza",15630,Caracol,Colonia
"Ciudad de México","Venustiano Carranza",15640,"Arenal 4a Sección",Colonia
"Ciudad de México","Venustiano Carranza",15640,"Arenal Puerto Aéreo",Colonia
"Ciudad de México","Venustiano Carranza",15650,"Ampliación Caracol",Colonia
"Ciudad de México","Venustiano Carranza",15660,"Arenal 3a Sección",Colonia
"Ciudad de México","Venustiano Carranza",15670,"Adolfo López Mateos",Colonia
"Ciudad de México","Venustiano Carranza",15680,"Arenal 2a Sección",Colonia
"Ciudad de México","Venustiano Carranza",15700,Federal,Colonia
"Ciudad de México","Venustiano Carranza",15710,"Industrial Puerto Aéreo",Colonia
"Ciudad de México","Venustiano Carranza",15720,"Zaragoza Bahía","Unidad habitacional"
"Ciudad de México","Venustiano Carranza",15730,"4 Árboles",Colonia
"Ciudad de México","Venustiano Carranza",15740,"Aviación Civil",Colonia
"Ciudad de México","Venustiano Carranza",15750,"Ampliación Aviación Civil",Colonia
"Ciudad de México","Venustiano Carranza",15800,Jamaica,Colonia
"Ciudad de México","Venustiano Carranza",15810,"Merced Balbuena",Colonia
"Ciudad de México","Venustiano Carranza",15820,"Lorenzo Boturini",Colonia
"Ciudad de México","Venustiano Carranza",15830,"Artes Gráficas",Colonia
"Ciudad de México","Venustiano Carranza",15840,Sevilla,Colonia
"Ciudad de México","Venustiano Carranza",15850,"Magdalena Mixiuhca",Colonia
"Ciudad de México","Venustiano Carranza",15860,"Pueblo de La Magdalena Mixiuhca",Pueblo
"Ciudad de México","Venustiano Carranza",15870,"Aarón Sáenz",Colonia
"Ciudad de México","Venustiano Carranza",15900,"Jardín Balbuena",Colonia
"Ciudad de México","Venustiano Carranza",15909,"Delegación Política Venustiano Carranza","Gran usuario"
"Ciudad de México","Venustiano Carranza",15940,Morelos,"Unidad habitacional"
"Ciudad de México","Venustiano Carranza",15950,"Unidad Kennedy","Unidad habitacional"
"Ciudad de México","Venustiano Carranza",15960,"Del Parque",Colonia
"Ciudad de México","Venustiano Carranza",15968,"Tribunales de La Suprema Corte de Justicia","Gran usuario"
"Ciudad de México","Venustiano Carranza",15970,"Aeronáutica Militar",Colonia
"Ciudad de México","Venustiano Carranza",15980,"24 de Abril",Colonia
"Ciudad de México","Venustiano Carranza",15990,"Álvaro Obregón",Colonia
"Ciudad de México",Xochimilco,16000,"Barrio La Concepción Tlacoapa",Barrio
"Ciudad de México",Xochimilco,16000,"Barrio San Antonio",Barrio
"Ciudad de México",Xochimilco,16000,"Barrio San Juan",Barrio
"Ciudad de México",Xochimilco,16010,Aldama,Fraccionamiento
"Ciudad de México",Xochimilco,16010,"Arcos del Sur",Fraccionamiento
"Ciudad de México",Xochimilco,16010,"Bosque Residencial del Sur",Colonia
"Ciudad de México",Xochimilco,16010,"Las Peritas",Colonia
"Ciudad de México",Xochimilco,16010,"Paseos del Sur",Colonia
"Ciudad de México",Xochimilco,16010,"San Bartolo El Chico",Colonia
"Ciudad de México",Xochimilco,16020,"San Juan Tepepan",Colonia
"Ciudad de México",Xochimilco,16020,"Santa María Tepepan",Pueblo
"Ciudad de México",Xochimilco,16029,"Ampliación Tepepan",Colonia
"Ciudad de México",Xochimilco,16030,"Ampliación La Noria",Colonia
"Ciudad de México",Xochimilco,16030,"División del Norte INFONAVIT","Unidad habitacional"
"Ciudad de México",Xochimilco,16030,Huichapan,Colonia
"Ciudad de México",Xochimilco,16030,"La Noria",Colonia
"Ciudad de México",Xochimilco,16030,"Potrero de San Bernardino",Colonia
"Ciudad de México",Xochimilco,16034,"Barrio 18",Barrio
"Ciudad de México",Xochimilco,16035,"Rinconada Coapa",Colonia
"Ciudad de México",Xochimilco,16035,"San Lorenzo La Cebada",Colonia
"Ciudad de México",Xochimilco,16036,"Mercado de Flores Plantas y Hortalizas","Zona comercial"
"Ciudad de México",Xochimilco,16038,"Ampliación San Marcos Norte",Colonia
"Ciudad de México",Xochimilco,16039,"San Marcos",Residencial
"Ciudad de México",Xochimilco,16040,"Barrio La Asunción",Barrio
"Ciudad de México",Xochimilco,16040,"Barrio San Lorenzo",Barrio
"Ciudad de México",Xochimilco,16050,"Barrio San Marcos",Barrio
"Ciudad de México",Xochimilco,16050,"Jardines del Sur",Colonia
"Ciudad de México",Xochimilco,16050,"Tierra Nueva",Colonia
"Ciudad de México",Xochimilco,16057,Redención,"Unidad habitacional"
"Ciudad de México",Xochimilco,16058,"Villa Xochimilco","Unidad habitacional"
"Ciudad de México",Xochimilco,16059,"Las Gárgolas",Fraccionamiento
"Ciudad de México",Xochimilco,16059,"Pblo. Stgo.Tepalcatlalpan, U. H. Rinconada del Sur",Colonia
"Ciudad de México",Xochimilco,16060,"El Mirador",Colonia
"Ciudad de México",Xochimilco,16070,"Barrio Belén",Barrio
"Ciudad de México",Xochimilco,16070,"Barrio El Rosario",Barrio
"Ciudad de México",Xochimilco,16070,"Barrio La Guadalupita",Barrio
"Ciudad de México",Xochimilco,16070,"Barrio Santa Crucita",Barrio
"Ciudad de México",Xochimilco,16080,"Barrio La Santísima",Barrio
"Ciudad de México",Xochimilco,16080,"Barrio San Cristóbal",Barrio
